Title,Author,Genre, Time,Popularity
Individual form.,Pamela Jackson,Classical,132,73
Two window.,Riley Silva,Pop,199,97
Forget few.,Melissa Wells,Reggae,235,69
How Congress language.,Douglas Perez,Pop,291,5
Share arrive.,Janet Jacobs,Jazz,153,69
Blood.,Nicole Torres,Classical,250,54
Kitchen step ahead grow.,Rachel Myers,Rock,187,92
Forward.,William Murphy,Country,120,76
Training until.,Brent Williams,Jazz,297,98
Article court.,Sandra Olson,Country,185,53
We father.,Kim Reese,Rock,259,90
Thousand two old.,Amanda Villarreal,R&B,220,29
Mention important charge.,Emily Hall,Jazz,225,99
What fine.,Nicole Figueroa,Electronic,154,38
Like artist.,Mr. Anthony Ortiz,Classical,160,45
Soldier treatment all.,Juan Alvarez,Blues,203,11
Air maintain health across.,Robert Carter,Classical,228,3
Majority firm.,Bobby Webster,Pop,291,18
Manager red.,Caitlin Williams,Jazz,268,59
Include worry court.,Ryan Spencer,Hip-Hop,155,82
Computer cause agency.,Dr. Corey Hernandez DVM,Rock,281,90
Around late.,Timothy West,Pop,263,36
Skill item.,Brandy Perkins,Hip-Hop,128,1
Worry ask.,Michael Powell,Classical,219,35
Ground sister song.,Eric Wilson,Hip-Hop,281,89
West figure throw.,Brittany Shaffer,Blues,173,3
Pull more.,Anna Conway,Classical,127,86
Themselves big box.,Michael Waters,Rock,151,38
Across television majority.,Keith Bennett,Reggae,136,81
Consider close wear.,Amanda Mcdaniel,Country,121,80
Ten bill fact.,Lisa Martinez,Rock,290,5
Listen bank easy.,Nicholas Williams,Classical,204,69
Under test.,Alvin Blankenship,Rock,159,81
Race.,Mark Woodward,R&B,270,60
Fast meeting since.,Jessica Martinez,Electronic,133,87
Air.,Sheila Grant,Rock,275,72
Question expect money.,Stacy Martin,Classical,153,73
Claim paper.,Adam Morgan,Classical,199,1
These break east smile.,Ronald Callahan,Classical,268,92
Style whatever.,Kathryn Osborn,Blues,234,18
Case sense.,Robin Bailey,Electronic,223,57
Mean especially.,Kirsten Johnson,Pop,258,40
Stay ok response wrong.,James Mitchell,Rock,232,50
Know coach think.,Mary Rojas,Classical,217,45
You television.,Susan Lucero,Electronic,167,46
Would various often.,Paul Zhang,Electronic,279,8
Model account him.,Darlene Pennington,Classical,157,4
Continue commercial.,Erica Hardin,Rock,154,4
Oil imagine mind.,Cynthia Stephens,Classical,287,55
Everybody.,Keith Price,Reggae,270,50
Begin star.,Stacey Payne,Classical,177,15
Onto.,John Bishop,Jazz,280,14
Where heavy miss.,Jill Mann,Pop,269,68
They develop already.,Amy Soto,Classical,130,30
Face anyone president.,Michele Rodriguez,Country,139,52
Tonight while actually.,Tiffany Arnold,Hip-Hop,239,99
Machine hard live.,Shane Johnson,Reggae,153,36
Study half authority.,Amanda Russell,Blues,266,63
Approach cold.,Linda Compton,Reggae,140,81
While majority star.,Gina Escobar,R&B,292,77
Focus enter director.,Michelle Clayton,Reggae,265,55
Huge rest growth.,James Stout,Jazz,141,97
Nor education east.,Richard Walton,Classical,150,44
Activity since.,Noah Savage,Jazz,245,86
Ok still know.,Kenneth Rodriguez,Jazz,253,84
Prevent section through owner.,Martin Hale,Electronic,166,47
Me.,Zachary Murphy DDS,Blues,142,96
Paper yes.,William Singleton,Jazz,179,1
Fine work able.,Jill Burton,Classical,145,2
Accept concern current.,Jennifer Smith,Blues,181,43
General brother.,Kevin Rasmussen,Electronic,185,7
Evidence particular.,Natalie Knight,Jazz,295,85
Effect sell my.,Kevin Davies,R&B,133,80
Like go table ahead.,Charles Tapia,Rock,281,63
Event help already.,Andrew Cameron,Pop,183,70
Make ask provide.,Cody Rosales,Blues,179,24
Community finish now.,Haley Jones,Country,139,3
Among personal article.,Victor Case,Electronic,298,44
Bit lead little.,Danielle Kirk,Reggae,190,98
Or.,Joseph Washington,Blues,150,24
Pay citizen.,Maria Davenport,Country,221,9
Music institution beautiful.,Gina Rodriguez,Classical,221,94
Future reach.,Samantha Hunter,Hip-Hop,224,8
By treat sing.,Cheryl Mullins,Country,123,38
Lose around.,Alexis Houston,Blues,127,62
Different degree model.,James Rodriguez,Jazz,228,60
Director true occur.,Jessica Payne,Country,255,83
But stock yet.,Marcus Reeves,R&B,289,55
Forward may.,Diana Goodwin,Reggae,150,63
Where them evidence.,William Hayes,R&B,268,51
Across hundred commercial.,Barbara Kane,Country,141,3
Join show.,Virginia Davis DVM,Country,139,34
Hot official thought consumer.,Michelle Adams,Classical,280,53
Contain family professor.,David Carter,Classical,267,20
Who fast then.,Maria Rivera,R&B,154,44
Since newspaper choose.,Kayla Bray,Pop,156,53
People stuff.,Andrew Day,Classical,283,64
With factor.,Joseph Lucas,Reggae,249,33
Radio activity toward.,Monica Conner,Classical,256,47
Water bank its.,David Davila,Country,245,68
Thus listen despite.,Aaron Powers,Country,178,93
Degree now.,Valerie Garza,Pop,203,73
Among parent interview.,Andrew Clark,R&B,275,93
Turn group.,Aaron Salas,Hip-Hop,129,71
Scientist fall various change.,Jennifer Flowers,R&B,287,20
Defense relate two.,Keith Prince,Hip-Hop,126,14
Send only purpose.,Heather Wise,Jazz,296,26
Natural able position.,Mrs. Emma Lane MD,Classical,208,73
Ask evidence.,Kathryn Lopez,Pop,284,44
Girl.,Christopher Doyle,Blues,155,7
Just science.,Cynthia Lopez,R&B,133,12
Personal money wait.,Christopher Valencia,Country,253,7
Give hour.,Earl Baker,Reggae,147,2
Place tonight maintain maintain.,Elizabeth King,Jazz,165,70
Without.,Christine Patrick,Hip-Hop,270,93
Friend sort physical available.,Jennifer Harris,R&B,187,3
Painting some.,Gregory Diaz,Reggae,252,19
Song against.,Jim Montes,Electronic,177,69
Main party.,Shawn Floyd,Classical,296,68
East suffer move.,Barbara Jenkins,Blues,184,28
Build drug.,Melissa Perez,Country,298,5
Program new.,John Powell,Electronic,263,29
Spend evidence soon.,Thomas Mann,Jazz,267,26
Sense raise.,James Harris,R&B,258,85
Executive beat.,Mark Smith,Country,290,50
Write although young.,Theresa Salinas,Jazz,298,85
President figure approach.,Ryan Freeman,Classical,154,51
Either fill miss.,Colleen Harvey,Pop,179,77
Shake painting father base.,Justin Thompson,Classical,120,53
Process know figure.,Joseph Warren,Country,145,94
Mrs job red.,Emily Schroeder,Country,163,37
Forget various art.,Michael Pratt,Hip-Hop,231,33
Technology several.,Robert Taylor,Country,232,25
So both ahead claim.,Diamond Greene,R&B,145,66
Style administration blood.,Kendra Morris,R&B,256,91
Agent painting the.,Jeremy Marks,Blues,235,97
Claim Mr.,Seth Allen,Pop,184,100
Too parent.,Jeffrey Skinner,Blues,241,44
Democratic management hope.,Jessica Owen,Reggae,173,96
Series turn public.,Joshua Zuniga,Rock,201,32
Population significant.,Lauren Nelson,Country,202,21
Born somebody report.,April Young,R&B,175,75
Health if.,Janice Lopez,R&B,298,60
Help take book.,Sue Johnson,R&B,244,64
Provide computer something.,Maxwell Gill,Classical,206,99
Our social one.,Samantha Jensen,Country,131,91
Agreement low public letter.,Kara Woods,Reggae,254,38
Catch.,Danielle Smith,Hip-Hop,213,70
Just up.,Melissa Navarro,Jazz,160,83
Radio future yourself.,Alexandra Smith,Electronic,257,68
Ok yourself interview.,Taylor Colon,Reggae,166,37
Back majority drug.,Adrienne Franklin,Reggae,152,65
Plan force.,Christopher Phillips,R&B,206,36
Remember bar size police.,Jason Colon,R&B,217,11
Challenge gas throughout.,Mr. Joshua Rojas PhD,Blues,273,58
Commercial live.,Richard Smith,Country,262,13
Law old take.,Adriana Ibarra,Blues,226,23
Degree serious.,Brittany Robertson,Reggae,216,84
Government.,David Huff,Pop,157,59
Material expert.,Russell Hayes,Reggae,195,41
Feel main player.,Mallory Hayden,Reggae,253,80
Tree these.,Tina Warren,Blues,217,20
Although energy teacher.,Mark Thompson,Classical,300,100
Suddenly central pay.,Jose Cummings,Rock,233,26
Investment.,Phyllis Harvey,Hip-Hop,173,21
Page evidence.,Victoria Wilson,R&B,252,79
Forward still west.,Katherine Webster,Country,296,30
Water policy.,Karen Callahan,Hip-Hop,187,5
Father total different father.,Brent Blair,R&B,172,67
They occur.,Karen Carey,Blues,130,37
Doctor result.,Joshua Reed,Country,258,53
How own.,Kathy Li,Blues,178,19
Maybe rather.,Brittany Mcdaniel,Reggae,212,10
Rich interesting.,Elizabeth Barker,Country,163,1
Field total bank.,Frances Burns,Rock,203,17
Best prepare.,Gina Thompson,Electronic,180,37
Whether writer.,Karen Taylor,Rock,148,3
Rather space expect.,Jennifer Bennett,Rock,201,93
Human nice public.,Lauren Hardy,Rock,250,18
Amount economy lot.,Linda Wilkerson,Hip-Hop,225,54
Special occur claim.,Malik Terrell,Hip-Hop,124,24
Billion.,Rachel Brown,Jazz,138,18
Sit various wear manage.,William Bonilla,Hip-Hop,242,31
Teach help.,Andrea Brown,Classical,132,94
Tough usually.,Lisa Peterson,Classical,273,19
Recent claim movement.,Mr. Lucas Griffin,Hip-Hop,193,16
Analysis million word population.,Justin Rodriguez,Pop,181,52
Hard smile.,Kyle Johnson,Reggae,186,15
Despite sit sense.,Bobby Vega,Blues,161,69
List direction power.,Michael Melton,Pop,258,86
Scene main determine.,Eric Kelley,Blues,283,58
Pick.,Cindy Parks,Pop,233,100
Idea growth to if.,Jose Middleton,Electronic,166,15
None hot common economic.,Mary Jackson,Classical,155,28
Something small trial.,Charlene Anderson MD,Hip-Hop,129,21
Force its consider three.,Robert Tucker,Classical,212,27
Situation page away.,Laura Moran,Electronic,201,95
Travel.,Steven Garcia,Jazz,204,53
Campaign avoid.,Erin Wise,Reggae,144,39
Outside full.,David Walker,Reggae,210,82
Past must yes nature.,Chad Potts,Rock,159,34
Arm.,Terry Vasquez,Rock,145,84
Trip include pattern reach.,David Brown,Jazz,157,19
Line seat plan before.,Chase Hudson,Jazz,132,87
Travel.,Sabrina Rowe,Electronic,179,46
Start may.,Mark Williams,Jazz,255,13
Almost recognize.,Michael Kelly,Reggae,156,77
On.,Lori Parker,Blues,131,34
Culture never similar.,Crystal Mccarthy,Jazz,151,21
Carry same happy.,Laura Cunningham,Classical,231,71
Interest.,Jessica King,Electronic,186,88
None until task Mrs.,Dr. Jennifer Fitzgerald,R&B,140,2
After increase center.,Anthony Herring,Hip-Hop,279,100
Usually other short with.,Jorge Pittman,Pop,228,99
Senior.,Colleen Campbell,Classical,154,43
Pay around her.,Sandra Wilson,R&B,247,83
We ahead war.,Mackenzie Savage,Electronic,258,40
Agency.,Jamie Berry,Electronic,216,100
Culture condition race.,Travis Smith,Country,217,24
Newspaper nor.,Charles Lara,Reggae,191,72
Per benefit card.,Clarence Reilly,Hip-Hop,244,37
Drug face.,Jeremy Buchanan,Country,147,51
Mention interesting.,Timothy Rodriguez,Country,181,40
Store especially.,Shannon Cruz,Classical,186,52
Trip go fight.,Mark Hamilton,Hip-Hop,150,52
Song newspaper upon.,John Brady,Rock,176,98
Only key.,Chad Brown,Hip-Hop,124,58
Time but.,Jeffrey Cook,Blues,131,28
Road hope.,Lisa Horn,Jazz,233,58
Skin.,Douglas Ray,Jazz,293,52
Trip music police.,Kevin Bryan,Rock,290,72
Particular by.,John Duarte,R&B,219,90
Bill option continue.,Samantha Hodges,R&B,285,82
Party learn cell.,Stacy Martinez,Reggae,228,91
Arm sense low.,Abigail Martin,Blues,248,3
Before season.,Angela Castillo,Rock,187,77
Build power for exactly.,Cindy Roth,Electronic,231,78
Sound while quickly.,Patricia Perkins,Pop,181,12
Break picture.,Kelsey Mendez,Country,177,29
Fear worker house responsibility.,Andrew Patel,Reggae,288,97
Good low.,Alyssa Washington,Reggae,268,84
Until certain.,Adrian Lane,Hip-Hop,213,62
Range rule movie.,Ashley Brown,Pop,285,80
Bad country because.,Deborah Ross,Hip-Hop,136,46
Sound down.,Daryl Wright,Electronic,294,21
Account than positive.,Justin Moore,Jazz,184,83
Assume subject.,Allen Hart,Country,260,31
Meeting too small.,Kyle Bernard,Jazz,151,92
Affect indicate year.,Robert Young,Pop,264,35
Week close.,Jessica Morris,Pop,262,32
Piece especially.,Sandra Wolfe,Electronic,203,40
Inside window red.,Matthew Keller,Electronic,243,49
Man down oil.,Jennifer Guerrero,Reggae,137,57
Prove glass.,Barbara Graham,Reggae,260,44
Way physical article have.,Kimberly Banks,Country,292,89
Kind set.,Keith Jimenez,Jazz,268,85
Adult get push.,Susan Morales,Rock,218,43
Operation movement.,Thomas Craig Jr.,Hip-Hop,188,28
Later box meet.,Mario Obrien,Jazz,249,92
Participant tree.,Alyssa Hays,Country,271,26
Letter network language recognize.,Victoria Cochran,R&B,204,70
Station series subject.,Loretta Heath,Jazz,230,27
Mean prepare boy.,Robert Foley,Electronic,214,51
Season.,Norma Cowan,Reggae,130,68
Pull step.,Rachel Brown,Classical,226,91
Yes tree list.,Susan Hunter,Pop,183,26
Kid black.,Mark Mora,Country,142,86
List son.,Michael Sanders,Reggae,242,44
International decide nation.,Victoria Holloway,R&B,174,1
Land run.,Becky Jarvis,Rock,275,67
Perhaps can.,Sheri Peck,Rock,219,24
Pattern create deal.,Andrea Roberts,Rock,291,39
Back your.,Kayla Watkins,Country,249,28
Such method.,Tammy Jefferson,R&B,151,35
Wonder hear.,Charles Reed,Pop,192,6
Common.,Emily Calderon,Classical,274,40
Generation southern.,Kristina Gonzales,Blues,139,17
Century time.,Megan Martinez DDS,Pop,218,60
Sign skin.,Natalie Stewart,Blues,257,73
Question past base.,Angel Harrison,R&B,290,15
Model science effect.,Michael Freeman,Reggae,258,95
Above despite war.,David Nelson,R&B,120,92
Him many.,Adam Jones,Jazz,294,55
Contain involve.,Jim Robinson,Pop,275,67
Inside.,Whitney Martin,Hip-Hop,244,81
How hard.,Lisa Miller,R&B,289,34
Shoulder five never.,Brandon Brown,Blues,280,96
Walk clearly.,Kendra Curry,Classical,294,11
System move.,Jodi Goodwin,Pop,272,50
Own same let.,Marcus Flores,Hip-Hop,155,10
Live news fire.,Tammy Figueroa,Classical,216,44
Form into marriage.,Christopher Ford,R&B,218,53
Certainly court mean.,Jeremy Mitchell,R&B,223,72
We develop establish.,Emily Mclaughlin,Country,223,34
Today point sport.,Eric Young,Pop,170,99
For catch field the.,Kyle Bush,Reggae,215,6
Lawyer fear conference.,James Parker,Reggae,221,35
Particular mouth education.,Stacy Barker,Rock,136,90
Cover social particular.,Peter Valenzuela,Jazz,146,43
Government change act.,Daniel Gillespie,Reggae,216,61
Serious lot.,Maria Allen,Rock,225,20
Month series.,Grant Jackson,Classical,247,17
Him evidence.,Max May,Electronic,177,96
Church reveal nature.,Rachel Owens,Country,232,60
Fast rule.,Tina Atkins,Rock,289,84
Work.,Tami Williams,R&B,251,12
Nothing.,Cory Mcguire,Classical,188,80
Real tree and.,Nicole Pearson,Jazz,212,95
Now author defense.,Sara Stephenson,Hip-Hop,136,0
Because stand safe.,Sherri Navarro,Jazz,179,41
Reveal your.,Ricky Welch,Blues,171,88
Since particularly reveal.,Christine Brown,R&B,202,85
Himself report.,Cody Maxwell,Rock,173,50
Old near series.,Bonnie Day,Electronic,287,23
Option memory green with.,Kevin Chavez,Hip-Hop,261,58
Girl hit military.,Michael Orozco,R&B,201,0
Of thank.,Christopher Neal,Classical,271,38
Interview want.,Justin Coleman,Pop,208,21
One.,Dylan Carpenter,Classical,179,7
Rich kid.,Jessica Aguilar,Pop,257,98
Tonight radio score.,Robin Khan,Electronic,170,74
Growth meet police.,Michael Holmes,Electronic,282,20
Floor chair great.,Adrienne Fuller,Electronic,217,50
Less.,Jill Thompson,Country,293,21
Message sometimes heavy.,Logan Crawford,Pop,291,87
Hope mouth.,Richard Washington,Hip-Hop,186,59
Past sell mean question.,Lisa Harris,R&B,122,16
Training west bar data.,Kristin Dorsey,Country,178,97
Animal short walk.,Matthew Parker,Rock,268,25
Certain decade.,Scott Adams,Rock,121,30
Follow.,Tina Parrish,Hip-Hop,151,29
Source former represent.,Rebecca Watson,Country,294,96
There bed.,Dr. Stephen Davis,Blues,205,8
Approach.,Lori Harper,Rock,257,25
Cost action radio.,Nicole Patterson,R&B,157,11
Help case fight.,Kevin Flores,Classical,210,79
Any successful whether.,Alexis Cook,Classical,232,82
Have water.,Mr. Kevin Hayes MD,Hip-Hop,279,55
Social teach.,Roy Nichols,Blues,287,27
Stand.,Carl Robinson,Rock,141,66
Three sea.,Christina Smith,Rock,292,96
Thank unit.,Debra Morse,R&B,183,96
Full both.,Julie Wilson,Pop,198,35
Fly order.,Kristen Sexton,Electronic,132,75
Vote sometimes eat.,Peggy Graham,Pop,144,40
Picture decide party kid.,Edward Adams,R&B,296,88
Term yes usually say.,Tonya Mullins,R&B,251,78
Whatever air.,Gregory Garcia,Hip-Hop,211,10
View friend already.,Madeline Mitchell,R&B,184,62
Major behind play.,Micheal Young,Pop,251,45
Wonder training find.,Kent Tran,Pop,132,24
Until who institution.,Kurt Walsh,Jazz,231,61
Majority.,Lacey Brown,Rock,158,86
Occur note.,Kristen Pineda,Country,184,71
Hour present throughout.,Joshua West,R&B,173,56
Prevent think.,Christopher Hall,Pop,272,17
Serve.,Reginald Shields,Electronic,242,5
Art.,Kim Young,Country,167,49
Want another now.,Ashley Stephenson,Country,263,34
Any generation involve.,Joshua Mason,Reggae,122,66
Throw fall suddenly guy.,Mary Quinn,R&B,201,9
Artist skin story.,Kenneth Turner,Blues,137,56
Wind party.,Shirley Parker,Blues,162,89
Business.,Jacob Jones,Reggae,229,0
Thank writer whom.,Shawn Beasley,Electronic,290,61
Difficult down center.,Elijah Rodriguez,Electronic,196,42
Account structure despite.,Mike Parker,Classical,175,38
Task system different.,James Butler,R&B,214,56
Up business close.,Michelle Alvarado,Electronic,176,31
Federal shoulder.,Tina Molina,Rock,176,54
Believe up current.,Gina Lester,Blues,277,96
Family high today.,Tonya Cortez,Jazz,126,90
Fill list.,Gregory Erickson,Electronic,272,48
Statement summer car matter.,Jeffery Medina,Jazz,175,70
Near sure more send.,Katherine Alvarado,Blues,295,62
Left commercial.,Dr. Karen Rodriguez,Reggae,298,57
Radio light.,Russell Baker,Jazz,260,49
Need expert several.,Sara Bennett,Country,167,36
Respond person.,Colleen Brown,Rock,224,47
Range.,Mrs. Christie Armstrong,Electronic,286,48
Never rest.,Sharon Oliver,Pop,243,0
Media value money.,Joseph Shaffer,Electronic,152,98
Along why it final.,Tina Miller,Blues,274,18
Safe each expect.,Cody Berry,Blues,288,50
Field whatever least.,Gabrielle Kelley,Pop,127,91
Yet case.,Stephanie Schneider,Blues,242,57
Street degree care.,Michael Moyer,Jazz,234,91
State.,Felicia Farmer,Pop,120,61
